LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed Level,Unemployed Rate
CN1707300000000,17,73,"Henry County, IL",2015,"25,072","23,532","1,540",6.1
CN1707500000000,17,75,"Iroquois County, IL",2015,"14,823","13,985",838,5.7
CN1707700000000,17,77,"Jackson County, IL",2015,"28,620","27,029","1,591",5.6
CN1707900000000,17,79,"Jasper County, IL",2015,"4,638","4,349",289,6.2
CN1708100000000,17,81,"Jefferson County, IL",2015,"17,168","16,008","1,160",6.8
CN1708300000000,17,83,"Jersey County, IL",2015,"11,074","10,372",702,6.3
CN1708500000000,17,85,"Jo Daviess County, IL",2015,"11,447","10,820",627,5.5
CN1708700000000,17,87,"Johnson County, IL",2015,"4,133","3,780",353,8.5
CN1708900000000,17,89,"Kane County, IL",2015,"267,465","252,049","15,416",5.8
CN1709100000000,17,91,"Kankakee County, IL",2015,"55,189","51,470","3,719",6.7
CN1709300000000,17,93,"Kendall County, IL",2015,"66,278","62,846","3,432",5.2
CN1709500000000,17,95,"Knox County, IL",2015,"23,199","21,787","1,412",6.1
CN1709700000000,17,97,"Lake County, IL",2015,"367,049","347,276","19,773",5.4
CN1709900000000,17,99,"LaSalle County, IL",2015,"57,378","53,378","4,000",7
CN1710100000000,17,101,"Lawrence County, IL",2015,"6,142","5,706",436,7.1
CN1710300000000,17,103,"Lee County, IL",2015,"17,839","16,887",952,5.3
CN1710500000000,17,105,"Livingston County, IL",2015,"17,243","16,315",928,5.4
CN1710700000000,17,107,"Logan County, IL",2015,"13,008","12,305",703,5.4
CN1710900000000,17,109,"McDonough County, IL",2015,"14,066","13,210",856,6.1
CN1711100000000,17,111,"McHenry County, IL",2015,"165,957","156,973","8,984",5.4
CN1711300000000,17,113,"McLean County, IL",2015,"90,841","86,482","4,359",4.8
CN1711500000000,17,115,"Macon County, IL",2015,"50,527","46,989","3,538",7
CN1711700000000,17,117,"Macoupin County, IL",2015,"23,044","21,587","1,457",6.3
CN1711900000000,17,119,"Madison County, IL",2015,"132,970","124,983","7,987",6
CN1712100000000,17,121,"Marion County, IL",2015,"18,088","16,865","1,223",6.8
CN1712300000000,17,123,"Marshall County, IL",2015,"5,708","5,330",378,6.6
CN1712500000000,17,125,"Mason County, IL",2015,"6,607","6,136",471,7.1
CN1712700000000,17,127,"Massac County, IL",2015,"6,107","5,664",443,7.3
CN1712900000000,17,129,"Menard County, IL",2015,"6,738","6,421",317,4.7
CN1713100000000,17,131,"Mercer County, IL",2015,"8,192","7,679",513,6.3
CN1713300000000,17,133,"Monroe County, IL",2015,"18,090","17,298",792,4.4
CN1713500000000,17,135,"Montgomery County, IL",2015,"12,036","11,126",910,7.6
CN1713700000000,17,137,"Morgan County, IL",2015,"16,978","16,129",849,5
CN1713900000000,17,139,"Moultrie County, IL",2015,"7,362","7,041",321,4.4
CN1714100000000,17,141,"Ogle County, IL",2015,"25,909","24,311","1,598",6.2
CN1714300000000,17,143,"Peoria County, IL",2015,"89,973","83,805","6,168",6.9
CN1714500000000,17,145,"Perry County, IL",2015,"8,854","8,223",631,7.1
CN1714700000000,17,147,"Piatt County, IL",2015,"8,345","7,925",420,5
CN1714900000000,17,149,"Pike County, IL",2015,"7,612","7,218",394,5.2
CN1715100000000,17,151,"Pope County, IL",2015,"1,768","1,644",124,7
CN1715300000000,17,153,"Pulaski County, IL",2015,"2,089","1,904",185,8.9
CN1715500000000,17,155,"Putnam County, IL",2015,"3,040","2,852",188,6.2
CN1715700000000,17,157,"Randolph County, IL",2015,"14,299","13,523",776,5.4
CN1715900000000,17,159,"Richland County, IL",2015,"7,461","7,024",437,5.9
CN1716100000000,17,161,"Rock Island County, IL",2015,"72,233","67,608","4,625",6.4
CN1716300000000,17,163,"St. Clair County, IL",2015,"126,135","117,831","8,304",6.6
CN1716500000000,17,165,"Saline County, IL",2015,"10,344","9,544",800,7.7
CN1716700000000,17,167,"Sangamon County, IL",2015,"105,388","99,920","5,468",5.2
CN1716900000000,17,169,"Schuyler County, IL",2015,"3,481","3,278",203,5.8
CN1717100000000,17,171,"Scott County, IL",2015,"2,556","2,407",149,5.8
CN1717300000000,17,173,"Shelby County, IL",2015,"10,226","9,624",602,5.9
CN1717500000000,17,175,"Stark County, IL",2015,"2,761","2,578",183,6.6
CN1717700000000,17,177,"Stephenson County, IL",2015,"21,537","20,115","1,422",6.6
CN1717900000000,17,179,"Tazewell County, IL",2015,"66,832","62,647","4,185",6.3
CN1718100000000,17,181,"Union County, IL",2015,"7,352","6,787",565,7.7
CN1718300000000,17,183,"Vermilion County, IL",2015,"35,440","32,934","2,506",7.1
CN1718500000000,17,185,"Wabash County, IL",2015,"5,620","5,303",317,5.6
CN1718700000000,17,187,"Warren County, IL",2015,"8,563","8,116",447,5.2
CN1718900000000,17,189,"Washington County, IL",2015,"9,352","8,998",354,3.8
CN1719100000000,17,191,"Wayne County, IL",2015,"7,498","6,982",516,6.9
CN1719300000000,17,193,"White County, IL",2015,"6,926","6,529",397,5.7
CN1719500000000,17,195,"Whiteside County, IL",2015,"28,506","26,743","1,763",6.2
CN1719700000000,17,197,"Will County, IL",2015,"357,074","335,079","21,995",6.2
CN1719900000000,17,199,"Williamson County, IL",2015,"31,915","29,942","1,973",6.2
CN1720100000000,17,201,"Winnebago County, IL",2015,"142,138","132,182","9,956",7
CN1720300000000,17,203,"Woodford County, IL",2015,"19,571","18,579",992,5.1
CN1800100000000,18,1,"Adams County, IN",2015,"16,900","16,254",646,3.8
CN1800300000000,18,3,"Allen County, IN",2015,"178,025","169,826","8,199",4.6
CN1800500000000,18,5,"Bartholomew County, IN",2015,"43,580","42,004","1,576",3.6
CN1800700000000,18,7,"Benton County, IN",2015,"4,578","4,373",205,4.5
CN1800900000000,18,9,"Blackford County, IN",2015,"5,242","4,926",316,6
CN1801100000000,18,11,"Boone County, IN",2015,"33,494","32,258","1,236",3.7
CN1801300000000,18,13,"Brown County, IN",2015,"7,443","7,087",356,4.8
CN1801500000000,18,15,"Carroll County, IN",2015,"10,022","9,587",435,4.3
CN1801700000000,18,17,"Cass County, IN",2015,"17,760","16,944",816,4.6
CN1801900000000,18,19,"Clark County, IN",2015,"58,893","56,244","2,649",4.5
CN1802100000000,18,21,"Clay County, IN",2015,"12,368","11,713",655,5.3
CN1802300000000,18,23,"Clinton County, IN",2015,"16,919","16,238",681,4
CN1802500000000,18,25,"Crawford County, IN",2015,"4,918","4,621",297,6
CN1802700000000,18,27,"Daviess County, IN",2015,"15,695","15,101",594,3.8
CN1802900000000,18,29,"Dearborn County, IN",2015,"25,214","23,920","1,294",5.1
CN1803100000000,18,31,"Decatur County, IN",2015,"14,293","13,711",582,4.1
CN1803300000000,18,33,"DeKalb County, IN",2015,"21,784","20,887",897,4.1
CN1803500000000,18,35,"Delaware County, IN",2015,"54,442","51,339","3,103",5.7
CN1803700000000,18,37,"Dubois County, IN",2015,"22,675","21,906",769,3.4
CN1803900000000,18,39,"Elkhart County, IN",2015,"104,716","100,644","4,072",3.9
CN1804100000000,18,41,"Fayette County, IN",2015,"8,990","8,399",591,6.6
CN1804300000000,18,43,"Floyd County, IN",2015,"39,932","38,222","1,710",4.3
CN1804500000000,18,45,"Fountain County, IN",2015,"8,049","7,572",477,5.9
CN1804700000000,18,47,"Franklin County, IN",2015,"11,387","10,809",578,5.1
CN1804900000000,18,49,"Fulton County, IN",2015,"9,862","9,389",473,4.8
CN1805100000000,18,51,"Gibson County, IN",2015,"18,860","18,143",717,3.8
CN1805300000000,18,53,"Grant County, IN",2015,"32,522","30,760","1,762",5.4
CN1805500000000,18,55,"Greene County, IN",2015,"13,754","12,808",946,6.9
CN1805700000000,18,57,"Hamilton County, IN",2015,"167,234","161,577","5,657",3.4
CN1805900000000,18,59,"Hancock County, IN",2015,"37,370","35,792","1,578",4.2
CN1806100000000,18,61,"Harrison County, IN",2015,"19,417","18,527",890,4.6
CN1806300000000,18,63,"Hendricks County, IN",2015,"82,861","79,688","3,173",3.8
CN1806500000000,18,65,"Henry County, IN",2015,"21,664","20,511","1,153",5.3
CN1806700000000,18,67,"Howard County, IN",2015,"36,987","35,140","1,847",5
CN1806900000000,18,69,"Huntington County, IN",2015,"18,641","17,825",816,4.4
CN1807100000000,18,71,"Jackson County, IN",2015,"21,786","20,918",868,4
CN1807300000000,18,73,"Jasper County, IN",2015,"16,357","15,405",952,5.8
CN1807500000000,18,75,"Jay County, IN",2015,"9,946","9,449",497,5
CN1807700000000,18,77,"Jefferson County, IN",2015,"15,326","14,583",743,4.8
CN1807900000000,18,79,"Jennings County, IN",2015,"13,167","12,491",676,5.1
CN1808100000000,18,81,"Johnson County, IN",2015,"77,588","74,422","3,166",4.1
CN1808300000000,18,83,"Knox County, IN",2015,"19,027","18,154",873,4.6
CN1808500000000,18,85,"Kosciusko County, IN",2015,"40,662","39,008","1,654",4.1
CN1808700000000,18,87,"LaGrange County, IN",2015,"18,900","18,209",691,3.7
CN1808900000000,18,89,"Lake County, IN",2015,"229,689","214,013","15,676",6.8
CN1809100000000,18,91,"LaPorte County, IN",2015,"48,522","45,477","3,045",6.3
CN1809300000000,18,93,"Lawrence County, IN",2015,"20,278","18,949","1,329",6.6
CN1809500000000,18,95,"Madison County, IN",2015,"58,222","54,917","3,305",5.7
CN1809700000000,18,97,"Marion County, IN",2015,"472,332","448,369","23,963",5.1
CN1809900000000,18,99,"Marshall County, IN",2015,"24,009","23,006","1,003",4.2
CN1810100000000,18,101,"Martin County, IN",2015,"5,047","4,834",213,4.2
CN1810300000000,18,103,"Miami County, IN",2015,"15,751","14,931",820,5.2
CN1810500000000,18,105,"Monroe County, IN",2015,"67,370","64,057","3,313",4.9
CN1810700000000,18,107,"Montgomery County, IN",2015,"19,266","18,496",770,4
CN1810900000000,18,109,"Morgan County, IN",2015,"35,368","33,702","1,666",4.7
CN1811100000000,18,111,"Newton County, IN",2015,"6,961","6,556",405,5.8
CN1811300000000,18,113,"Noble County, IN",2015,"23,651","22,642","1,009",4.3
CN1811500000000,18,115,"Ohio County, IN",2015,"3,179","3,003",176,5.5
